1;arms_factory;2794.00;10.20;849.00;4.24;0
1;arms_factory;2757.00;10.00;788.00;0.98;0
1;arms_factory;2826.00;10.10;869.00;2.19;0
1;arms_factory;2801.00;10.15;842.00;0.03;0
1;arms_factory;2785.00;10.00;817.00;3.04;0
1;arms_factory;2738.00;10.10;773.00;4.25;0
1;industrial_complex;2752.00;10.03;801.00;2.09;0
1;industrial_complex;2815.00;10.20;862.00;4.76;0
1;industrial_complex;2798.00;10.15;854.00;0.03;0
1;industrial_complex;2707.00;10.20;768.00;2.70;0
1;industrial_complex;2827.00;10.20;873.00;0.53;0
1;industrial_complex;2823.00;10.10;881.00;1.74;0
1;air_base;2728.00;10.20;778.00;4.76;0
1;supply_node;2736.00;9.80;820.00;3.75;0
1;supply_node;2710.00;10.20;773.00;0.41;0
1;supply_node;2753.00;10.00;821.00;1.88;0
1;supply_node;2798.00;10.25;848.00;5.93;0
1;supply_node;2774.00;9.95;805.00;2.58;0
1;supply_node;2772.00;9.95;863.00;4.06;0
1;supply_node;2842.00;10.18;883.00;1.82;0
1;supply_node;2798.00;10.03;822.00;3.29;0
1;supply_node;2733.00;10.00;806.00;6.23;0
1;supply_node;2702.00;10.00;798.00;3.99;0
1;supply_node;2726.00;10.15;774.00;5.47;0
1;supply_node;2716.00;10.15;793.00;2.12;0
1;supply_node;2778.00;10.10;841.00;4.71;0
1;supply_node;2827.00;10.10;880.00;1.36;0
1;supply_node;2842.00;10.00;899.00;4.29;0
1;supply_node;2822.00;10.20;870.00;0.59;0
1;supply_node;2812.00;10.20;876.00;3.53;0
1;supply_node;2752.00;10.00;784.00;5.01;0
1;supply_node;2739.00;10.00;787.00;2.76;0
1;supply_node;2744.00;10.18;832.00;5.70;0
1;supply_node;2723.00;9.80;827.00;0.90;0
1;supply_node;2852.00;10.05;895.00;4.94;0
1;supply_node;2832.00;10.00;866.00;0.13;0
1;supply_node;2692.00;10.00;793.00;3.07;0
1;supply_node;2791.00;10.07;858.00;5.65;0
1;supply_node;2766.00;10.00;842.00;2.31;0
1;supply_node;2761.00;10.10;799.00;5.24;0
1;supply_node;2832.00;10.07;891.00;1.55;0
1;supply_node;2707.00;10.03;746.00;4.48;0
1;supply_node;2764.00;9.80;778.00;5.96;0
1;supply_node;2723.00;9.95;757.00;3.71;0
1;supply_node;2783.00;10.05;821.00;0.37;0
1;supply_node;2749.00;9.80;810.00;1.85;0
1;supply_node;2692.00;10.00;784.00;4.78;0
1;supply_node;2797.00;9.90;872.00;1.08;0
1;supply_node;2722.00;9.80;838.00;4.02;0
1;supply_node;2814.00;10.10;844.00;0.67;0
1;supply_node;2778.00;10.00;880.00;3.25;0
1;supply_node;2728.00;10.10;793.00;6.20;0
1;supply_node;2790.00;10.00;808.00;1.39;0
1;supply_node;2802.00;10.05;862.00;5.43;0
1;supply_node;2800.00;10.00;813.00;2.08;0
1;supply_node;2780.00;10.00;852.00;3.56;0
1;supply_node;2776.00;9.85;789.00;1.32;0
1;supply_node;2813.00;10.20;862.00;2.80;0
1;supply_node;2705.00;10.05;785.00;5.73;0
1;supply_node;2856.00;10.00;918.00;3.49;0
1;supply_node;2845.00;10.05;914.00;4.97;0
1;supply_node;2850.00;10.03;909.00;1.62;0
1;supply_node;2785.00;10.00;889.00;4.20;0
1;supply_node;2823.00;9.73;888.00;0.86;0
1;supply_node;2803.00;9.62;880.00;3.80;0
1;supply_node;2850.00;10.03;881.00;0.09;0
1;supply_node;2838.00;10.00;873.00;3.03;0
1;supply_node;2777.00;10.00;868.00;4.51;0
1;supply_node;2822.00;10.03;858.00;2.27;0
1;supply_node;2809.00;10.20;852.00;3.74;0
1;supply_node;2724.00;9.90;846.00;0.40;0
1;supply_node;2734.00;10.00;843.00;4.44;0
1;supply_node;2788.00;10.10;846.00;5.92;0
1;supply_node;2753.00;10.00;841.00;2.57;0
1;supply_node;2803.00;10.00;838.00;5.16;0
1;supply_node;2793.00;10.18;836.00;1.81;0
1;supply_node;2732.00;9.85;835.00;4.74;0
1;supply_node;2755.00;10.00;834.00;1.04;0
1;supply_node;2773.00;10.00;832.00;3.98;0
1;supply_node;2785.00;10.12;832.00;5.46;0
1;supply_node;2763.00;10.00;828.00;3.22;0
1;supply_node;2807.00;10.00;824.00;6.16;0
1;supply_node;2715.00;9.80;819.00;1.35;0
1;supply_node;2771.00;10.03;820.00;5.39;0
1;supply_node;2724.00;10.03;814.00;0.58;0
1;supply_node;2763.00;9.90;812.00;3.52;0
1;supply_node;2715.00;10.00;803.00;1.28;0
1;supply_node;2745.00;10.10;798.00;2.76;0
1;supply_node;2786.00;9.80;797.00;5.69;0
1;supply_node;2766.00;9.80;789.00;2.00;0
1;supply_node;2718.00;10.28;781.00;4.93;0
1;supply_node;2775.00;9.50;780.00;1.58;0
1;supply_node;2738.00;10.10;776.00;4.17;0
1;supply_node;2698.00;10.00;772.00;0.82;0
1;supply_node;2749.00;9.95;773.00;2.30;0
1;supply_node;2758.00;10.00;768.00;0.06;0
1;supply_node;2717.00;10.00;765.00;2.99;0
1;supply_node;2735.00;10.00;765.00;4.47;0
1;supply_node;2695.00;10.00;761.00;2.23;0
1;supply_node;2705.00;10.20;761.00;3.71;0
1;supply_node;2700.00;10.00;754.00;0.36;0
1;supply_node;2697.00;9.73;738.00;2.95;0
1;supply_node;2833.00;9.50;913.00;5.88;0
1;supply_node;2824.00;9.80;909.00;2.53;0
1;supply_node;2763.00;9.80;857.00;5.12;0
1;supply_node;2687.00;9.50;771.00;1.77;0
1;naval_base;2807.00;9.62;829.00;-3.93;7829
1;naval_base;2807.00;9.95;883.00;-3.14;7493
1;naval_base;2808.00;9.90;840.00;0.98;7829
1;naval_base;2746.00;9.50;767.00;0.00;7738
1;naval_base;2788.00;9.62;791.00;0.00;7829
1;naval_base;2702.00;9.90;800.00;-2.68;7956
1;naval_base;2804.00;9.95;881.00;-2.36;7493
1;naval_base;2708.00;9.95;745.00;1.57;7738
1;naval_base;2743.00;9.90;842.00;-3.14;7963
1;naval_base;2776.00;9.85;780.00;1.11;7898
1;naval_base;2844.00;9.62;871.00;1.41;7829
1;naval_base;2717.00;9.50;762.00;0.32;7738
1;naval_base;2761.00;9.80;845.00;-3.34;7963
1;naval_base;2694.00;9.50;778.00;-1.89;7888
1;naval_base;2848.00;9.62;875.00;1.11;7829
1;naval_base;2772.00;9.57;796.00;1.30;7898
1;naval_base;2726.00;9.80;851.00;-3.14;7209
1;naval_base;2827.00;9.85;912.00;-1.57;7493
1;naval_base;2696.00;9.73;736.00;-0.79;7888
1;naval_base;2723.00;9.50;833.00;-0.79;7956
1;naval_base;2777.00;9.85;888.00;-1.89;7963
1;naval_base;2725.00;9.80;802.00;-2.72;7956
1;naval_base;2723.00;9.62;753.00;0.00;7738
1;naval_base;2782.00;9.57;805.00;0.67;7898
1;naval_base;2813.00;9.50;840.00;1.57;7829
1;naval_base;2795.00;9.95;804.00;0.67;7829
1;naval_base;2823.00;10.00;887.00;-2.36;7493
1;naval_base;2774.00;9.62;851.00;-2.82;7963
1;naval_base;2778.00;9.57;786.00;-3.93;7898
1;naval_base;2858.00;9.62;916.00;-4.25;7829
1;naval_base;2700.00;9.50;785.00;-0.46;7888
1;naval_base;2852.00;9.95;909.00;1.57;7829
1;naval_base;2764.00;9.85;772.00;1.57;7738
1;naval_base;2773.00;9.62;863.00;-1.57;7963
1;naval_base;2840.00;9.62;906.00;-2.52;7493
1;naval_base;2697.00;9.50;756.00;0.00;7888
1;naval_base;2763.00;9.85;773.00;0.00;7738
1;naval_base;2835.00;9.50;912.00;-1.57;7493
1;naval_base;2791.00;9.57;867.00;-2.03;7963
1;naval_base;2821.00;9.95;853.00;0.46;7829
1;naval_base;2845.00;10.00;915.00;-3.14;7493
1;naval_base;2765.00;9.90;858.00;1.57;7963
1;naval_base;2837.00;9.90;864.00;0.79;7829
1;naval_base;2733.00;9.62;847.00;-3.93;7963
1;naval_base;2779.00;9.80;889.00;-3.93;7963
1;naval_base;2694.00;9.50;759.00;-1.57;7888
1;naval_base;2712.00;9.50;808.00;-3.46;7956
1;naval_base;2780.00;9.80;865.00;1.25;7963
1;naval_base;2714.00;9.80;816.00;-2.36;7956
1;naval_base;2803.00;9.95;813.00;1.25;7829
1;naval_base;2687.00;9.50;793.00;-1.11;7888
1;naval_base;2785.00;9.90;859.00;-2.50;7963
1;naval_base;2725.00;9.57;834.00;-1.19;7956
1;naval_base;2723.00;9.62;807.00;-0.54;7956
1;naval_base;2752.00;9.90;843.00;-3.14;7963
1;naval_base;2832.00;9.95;895.00;-2.90;7493
1;naval_base;2855.00;10.00;898.00;-3.66;7829
1;naval_base;2725.00;9.80;830.00;-2.82;7956
1;naval_base;2771.00;9.80;793.00;-3.93;7898
1;naval_base;2737.00;9.85;764.00;0.79;7738
1;naval_base;2688.00;9.50;771.00;-3.93;7888
1;naval_base;2710.00;9.85;756.00;0.79;7738
1;naval_base;2698.00;9.62;783.00;-1.25;7888
1;naval_base;2725.00;9.57;803.00;-1.21;7956
1;bunker;2792.00;10.00;805.00;4.63;0
1;bunker;2803.00;10.10;862.00;2.47;0
1;bunker;2699.00;10.00;798.00;5.13;0
1;bunker;2766.00;10.07;801.00;2.97;0
1;bunker;2736.00;10.00;816.00;3.07;0
1;bunker;2702.00;10.10;769.00;0.91;0
1;bunker;2839.00;10.00;895.00;3.58;0
1;bunker;2712.00;10.15;772.00;6.25;0
1;bunker;2739.00;10.00;788.00;1.52;0
1;bunker;2805.00;10.10;846.00;5.64;0
1;bunker;2753.00;10.00;775.00;2.02;0
1;bunker;2795.00;9.90;865.00;3.59;0
1;bunker;2743.00;10.10;839.00;1.43;0
1;bunker;2734.00;10.20;774.00;2.63;0
1;bunker;2731.00;10.18;791.00;0.47;0
1;bunker;2828.00;10.10;889.00;2.03;0
1;bunker;2821.00;10.20;871.00;4.69;0
1;bunker;2731.00;10.03;810.00;1.08;0
1;bunker;2755.00;10.00;835.00;5.20;0
1;bunker;2728.00;10.00;814.00;0.48;0
1;bunker;2723.00;9.85;759.00;3.14;0
1;bunker;2752.00;10.00;784.00;0.98;0
1;bunker;2789.00;10.07;821.00;3.64;0
1;bunker;2758.00;10.00;770.00;5.21;0
1;bunker;2774.00;10.07;843.00;1.59;0
1;bunker;2808.00;10.10;845.00;5.71;0
1;bunker;2805.00;10.00;879.00;5.81;0
1;bunker;2820.00;10.12;863.00;3.65;0
1;bunker;2696.00;10.00;793.00;0.03;0
1;bunker;2714.00;9.80;814.00;2.70;0
1;bunker;2723.00;9.80;836.00;4.26;0
1;bunker;2786.00;10.10;847.00;2.10;0
1;bunker;2791.00;10.03;828.00;4.76;0
1;bunker;2730.00;10.00;764.00;1.14;0
1;bunker;2855.00;10.00;913.00;4.16;0
1;bunker;2754.00;10.00;819.00;0.55;0
1;bunker;2746.00;10.10;805.00;3.21;0
1;bunker;2848.00;10.20;889.00;5.87;0
1;bunker;2789.00;10.10;831.00;2.61;0
1;bunker;2772.00;9.95;805.00;3.81;0
1;bunker;2737.00;10.03;833.00;1.65;0
1;bunker;2715.00;10.00;800.00;3.22;0
1;bunker;2763.00;10.00;824.00;5.88;0
1;bunker;2849.00;10.15;888.00;3.72;0
1;bunker;2768.00;10.10;837.00;0.10;0
1;bunker;2815.00;10.07;847.00;1.66;0
1;bunker;2713.00;10.20;782.00;4.33;0
1;bunker;2766.00;9.80;787.00;2.17;0
1;bunker;2798.00;10.03;816.00;3.37;0
1;bunker;2807.00;10.03;843.00;0.11;0
1;bunker;2788.00;10.00;796.00;2.77;0
1;bunker;2715.00;10.10;768.00;5.43;0
1;bunker;2837.00;10.00;868.00;1.82;0
1;bunker;2705.00;10.10;781.00;4.84;0
1;bunker;2768.00;10.10;826.00;2.68;0
1;bunker;2797.00;10.18;856.00;3.88;0
1;bunker;2696.00;10.00;786.00;1.72;0
1;bunker;2755.00;10.00;809.00;3.28;0
1;bunker;2854.00;10.00;899.00;5.95;0
1;bunker;2830.00;10.18;882.00;2.33;0
1;bunker;2733.00;10.00;844.00;5.35;0
1;bunker;2776.00;9.95;877.00;0.27;0
1;bunker;2772.00;9.95;864.00;4.39;0
1;bunker;2798.00;10.00;811.00;0.77;0
1;bunker;2699.00;10.12;740.00;2.34;0
1;bunker;2714.00;9.85;805.00;0.18;0
1;bunker;2752.00;10.00;839.00;2.84;0
1;bunker;2704.00;10.10;758.00;5.50;0
1;bunker;2808.00;10.00;880.00;0.78;0
1;bunker;2767.00;10.00;816.00;4.90;0
1;bunker;2721.00;9.80;827.00;1.29;0
1;bunker;2809.00;10.20;865.00;3.95;0
1;bunker;2764.00;9.85;780.00;5.51;0
1;bunker;2764.00;10.03;838.00;3.35;0
1;bunker;2784.00;10.00;853.00;4.56;0
1;bunker;2722.00;10.20;776.00;1.29;0
1;bunker;2686.00;9.50;772.00;5.42;0
1;bunker;2785.00;10.00;891.00;0.34;0
1;bunker;2832.00;10.15;874.00;4.46;0
1;bunker;2777.00;9.85;779.00;6.02;0
1;bunker;2844.00;10.07;913.00;2.40;0
1;bunker;2835.00;10.00;914.00;5.07;0
1;bunker;2775.00;9.85;788.00;2.91;0
1;bunker;2825.00;10.03;890.00;3.01;0
1;bunker;2701.00;10.03;754.00;0.85;0
1;bunker;2807.00;10.00;823.00;3.51;0
1;bunker;2703.00;10.03;746.00;1.35;0
1;bunker;2777.00;10.00;871.00;2.92;0
1;bunker;2856.00;10.00;918.00;5.58;0
1;bunker;2697.00;10.00;763.00;3.42;0
1;bunker;2826.00;9.85;910.00;3.52;0
1;bunker;2725.00;10.00;846.00;1.36;0
1;bunker;2764.00;9.85;856.00;4.02;0
1;coastal_bunker;2698.00;9.50;785.00;-0.46;0
1;coastal_bunker;2748.00;9.57;769.00;0.00;0
1;coastal_bunker;2707.00;9.62;754.00;0.00;0
1;coastal_bunker;2819.00;10.00;847.00;1.57;0
1;coastal_bunker;2761.00;9.50;859.00;1.57;0
1;coastal_bunker;2757.00;9.50;764.00;1.57;0
1;coastal_bunker;2722.00;9.80;830.00;-2.82;0
1;coastal_bunker;2722.00;9.57;846.00;-3.14;0
1;coastal_bunker;2713.00;9.57;816.00;-2.36;0
1;coastal_bunker;2712.00;9.50;757.00;0.32;0
1;coastal_bunker;2783.00;9.50;802.00;0.00;0
1;coastal_bunker;2768.00;9.57;777.00;1.37;0
1;coastal_bunker;2711.00;9.90;747.00;1.57;0
1;coastal_bunker;2724.00;9.50;763.00;0.00;0
1;coastal_bunker;2803.00;9.62;880.00;-2.36;0
1;coastal_bunker;2739.00;9.57;765.00;0.79;0
